title,list_time,series_name,company_name,industry,data_type,product_type,description,keyword,update_frequency,coverage,storage,storage_incr,dimension,use_case,url,category,category_aws
数字政府法规,2023-12-28,中经法库,中国经济信息社有限公司,"金融,综合",企业信息,数据集,收录国家立法、司法及监察机关、党中央机构、国务院、国务院各机构、中国人民政治协商会议、证券监管、交易场所及结算机构、金融机构、国务院国资委出资的中央企业、国有独资公司等460+机关单位及全国31个省及市政府各级机关、交易所及监管机构发布的数字政府领域的政策法规信息,数字政府,"动态
(每日更新)",全国,5 GB,1 MB,56.0,"

2022年和2023年分别中标两家地方性农商行的政策法规数据采购，已正常提供服务

",https://nidts.chinadep.com/ep-hall/spec?id=3913,金融,Financial Services Data
能源政策库,2023-12-28,中经法库,中国经济信息社有限公司,"金融,综合",企业信息,数据集,收录国家立法、司法及监察机关、党中央机构、国务院、国务院各机构、中国人民政治协商会议、证券监管、交易场所及结算机构、金融机构、国务院国资委出资的中央企业、国有独资公司等460+机关单位法规及全国31个省及市政府各级机关、交易所及监管机构的发布的能源政策相关的法规信息,能源政策,"动态
(每日更新)",全国,5 GB,1 MB,56.0,"

2022年和2023年分别中标两家地方性农商行的政策法规数据采购，已正常提供服务

",https://nidts.chinadep.com/ep-hall/spec?id=3912,金融,Financial Services Data
年度县域数据,2023-12-28,县域发展监测,中国经济信息社有限公司,"金融,综合",企业信息,数据集,县域数据库整合了 31 省市 2800多个区县的年度宏观经济数据，数据来源于地方统计局及政府公开平台，指标类别涉及国民经济核算、工业、财政收支、乡村建设等16个主题领域，形成新华财经特色县域数据体系。,县域数据,"动态
(每一年更新)",全国,2 GB,200 MB,29.0,"

2023年某国有大行引入新华财经县域数据，用于支持其乡村振兴业务模块

",https://nidts.chinadep.com/ep-hall/spec?id=3911,金融,Financial Services Data
百强县月度数据,2023-12-28,县域发展监测,中国经济信息社有限公司,"金融,综合",企业信息,数据集,百强县月度数据库整合了全国百强县月度宏观经济数据，数据来源于地方统计局及政府公开平台，指标类别涉及国民经济核算、工业、财政收支、乡村建设等16个主题领域，形成新华财经特色县域数据体系。,百强县,"动态
(每月更新)",全国,2 GB,200 MB,29.0,"

2023年某国有大行引入新华财经县域数据，用于支持其乡村振兴业务模块

",https://nidts.chinadep.com/ep-hall/spec?id=3910,金融,Financial Services Data
专项债,2023-12-27,区域风险洞察,中国经济信息社有限公司,"金融,综合",区域经济,数据集,专项债数据产品全量收集了地方政府专项债的债券基本要素和发行信息。依托图像智能解析等大数据技术，结合人工配置个性化规则，保障数据的处理效率和数据质量。相关数据在债券投资监管、风控、投研等应用领域均有广泛的应用。,专项债,"动态
(每月更新)",全国,1 GB,200 MB,64.0,"

已服务某国有大型商业银行，辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济以及为银行、证券、基金、保险、信托等各类投资人进行投资研究、融资线索挖掘、风险防控等

",https://nidts.chinadep.com/ep-hall/spec?id=4037,金融,Financial Services Data
地方债,2023-12-27,区域风险洞察,中国经济信息社有限公司,"金融,综合",区域经济,数据集,地方债产品包括地方政府债、城投债的基本资料、发行及兑付情况，对应政府项目的基本资料、相关责任人、当事人信息，城投数据，区域城投统计等。产品多用于辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济以及为银行、证券、基金、保险、信托等各类投资人进行投资研究、融资线索挖掘、风险防控等,地方债,"动态
(每月更新)",全国,1 GB,200 MB,28.0,"

已服务某国有大型商业银行，辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济以及为银行、证券、基金、保险、信托等各类投资人进行投资研究、融资线索挖掘、风险防控等

",https://nidts.chinadep.com/ep-hall/spec?id=4038,金融,Financial Services Data
区域经济,2023-12-27,区域风险洞察,中国经济信息社有限公司,"金融,综合",区域经济,数据集,区域经济产品涵盖GDP、常住人口、财政收入及组成、债务规模及组成、财政自给率、债务依存度、隐性债务率、非标违约累计金额等各类经济指标。主要用于辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济，以及银行、证券、基金、保险、信托等各类投资人进行投资研究、融资线索挖掘、风险防控,区域经济,"动态
(每月更新)",全国,1 GB,200 MB,30.0,"

已服务某大型上市企业，辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济，以及银行、证券、基金、保险、信托等各类投资人进行投资研究、融资线索挖掘、风险防控

",https://nidts.chinadep.com/ep-hall/spec?id=4039,金融,Financial Services Data
区域信用综合评价,2023-12-27,区域风险洞察,中国经济信息社有限公司,"金融,综合",区域经济,数据集,区域信用评价产品基于地区财政、金融、经济和社会四个维度的20余个指标，通过数据清洗、构建工具函数对目标城市区域得分进行测算，以此来评估全国各大城市的城市信用情况。适用于辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济以及支持金融类机构进行投资研究、融资线索挖掘、风险防控等,区域信用,"动态
(每月更新)",全国,500 MB,3 MB,26.0,"

辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济以及支持金融类机构进行投资研究、融资线索挖掘、风险防控等

",https://nidts.chinadep.com/ep-hall/spec?id=3784,金融,Financial Services Data
区域隐性负债率评价,2023-12-27,区域风险洞察,中国经济信息社有限公司,"金融,综合",区域经济,数据集,区域隐性负债率评价产品基于不良贷款监管共享数据，通过构建模型，预测各区域银行业金融机构不良贷款率，客观反映区域风险情况。多用于辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济以及各类金融机构投资人进行投资研究、融资线索挖掘、风险防控等,隐性负债率,"动态
(每月更新)",全国,500 MB,3 MB,26.0,"

辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济以及各类金融机构投资人进行投资研究、融资线索挖掘、风险防控等

",https://nidts.chinadep.com/ep-hall/spec?id=4040,金融,Financial Services Data
专项债项目,2023-12-27,区域风险洞察,中国经济信息社有限公司,"金融,综合",区域经济,数据集,专项债项目产品包括项目-债券关系对应关系、项目归属地信息、项目建设内容概要、项目相关单位情况、项目分类（按财政部最新标准更新）、项目分年融资计划、债券存续期内项目各类融资本息、债券存续期内项目收益情况、总收益/各类债务融资本息对比等,专项债项目,"动态
(每月更新)",全国,1 GB,200 MB,36.0,"

已服务某国有大型商业银行，辅助地方政府相关决策人识别、分析、处理区域风险，促投资、稳经济以及各类金融机构投资人进行投资研究、融资线索挖掘、风险防控等

",https://nidts.chinadep.com/ep-hall/spec?id=4036,金融,Financial Services Data
道路线监测数据,2023-12-26,基础类数据产品,北京数慧时空信息技术有限公司,"金融,综合,航运交通",遥感数据,数据集,用户指定RGB融合影像或者区域的道路线监测服务，并提供其监测数据，可用于智慧交通、电子地图、应急监测等多领域应用。,道路，道路线,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,15.0,"

可应用于金融、证券、银行、航运交通等多个业务场景，能够形成产业投资研究、商业分析、行业数据、陆路数据，航空数据、查询类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3770,金融,Financial Services Data
河流排污口监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,综合,遥感数据,数据集,用户指定区域、指定时间的河流排污口监测统计,生态环境，排污口，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,10.0,"

可应用于综合、基础设施等多个业务场景，能够形成指标数据、查询类、核验类、地图数据等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3766,综合,Environmental Data
交通用地遥感监测服务,2023-12-26,专题类数据产品,北京数慧时空信息技术有限公司,"金融,航运交通",遥感数据,数据集,用户指定区域、指定时间的交通用地监测服务,交通领域，交通用地，遥感解译,"动态
(每月更新)",全球（依据客户指定范围）,2 GB,0.2 GB,10.0,"

可应用于金融、保险、证券、银行、航运交通、基础设施等多个业务场景，能够形成地图数据、查询类、核验类等产品。

",https://nidts.chinadep.com/ep-hall/spec?id=3765,金融,Financial Services Data
